data_id,title,content,source_link,datetime_published,image_url,status
news/analytics/30203270/,"Bitcoin sees another flash crash, leading to $1.52 billion cascade in crypto liquidations","The crypto market experienced a cascade of liquidations over the past 24 hours, totaling $1.52 billion, as Bitcoin (BTC) underwent yet another flash crash.
According to Coinglass data, longs made up the vast majority of the amount, with $1.39 billion liquidated across the market, while short liquidations accounted for $137 million of the total.
This marks the second consecutive week of intense market volatility, with altcoins taking the hardest hit. Over $759 million in liquidations occurred in the past hour alone, highlighting the speed and scale of the sell-off.
Intense volatility
Based on CryptoSlate data, Bitcoin’s price dropped sharply to an intraday low of $94,129 before partially recovering to trade at roughly $97,000 as of press time.
The sudden downturn triggered liquidations of $83.99 million in Bitcoin positions within the last four hours, with long traders accounting for the majority. The liquidation of leveraged positions added further downward pressure, exacerbating losses across the broader market.
Ethereum (ETH) bore the brunt of the sell-off among altcoins, with $134.50 million liquidated in the last four hours alone. The asset’s price fell to $3,510, marking a sharp drop from its recent highs, before recovering to the $3,700 level as of press time.
Dogecoin (DOGE) also saw substantial liquidations, with $51.55 million wiped out as the meme coin struggled to hold above critical support levels and fell to an intraday low of $0.38 before recovering to $0.422 as of press time.
The top altcoin losers included Solana (SOL), which saw $33.61 million in liquidations, and XRP, which recorded $33.78 million in wiped-out positions. The two coins fell to $203 and $2.01, respectively, before buyers stepped in to drive a recovery to $220 and $2.26 as of press time.
Cardano (ADA) also faced significant pressure, dropping below key psychological levels to $0.91. As of press time, it is still hovering around the $1 level.
Over-leveraged positions
The rapid sell-off was fueled by a combination of over-leveraged positions, weak sentiment, and cascading stop-loss orders.
Binance accounted for the largest share of liquidations, with $417.65 million in total liquidations over the past four hours. OKX followed with $224.76 million, while Bybit saw $207.16 million in wiped-out positions.
The most significant single liquidation event occurred on Binance’s ETHUSDT trading pair, totaling $19.69 million.
Despite the massive liquidations and intense volatility, the crypto Fear and Greed Index remains in Extreme Greed territory at 78.
At the time of press
10:08 pm UTC on Dec. 9, 2024
, Bitcoin is ranked #1 by market cap and the price is
down
3.25%
over the past 24 hours. Bitcoin has a market capitalization of
$1.91 trillion
with a 24-hour trading volume of
$103.65 billion
.
Bitcoin
10:08 pm UTC on Dec. 9, 2024
$96,735.39
-3.25%
At the time of press
10:08 pm UTC on Dec. 9, 2024
, the total crypto market is valued at at
$3.44 trillion
with a 24-hour volume of
$288.18 billion
. Bitcoin dominance is currently at
55.69%
.",https://cryptoslate.com/bitcoin-sees-another-flash-crash-leading-to-1-52-billion-cascade-in-crypto-liquidations/?utm_source=CryptoNews&utm_medium=app,2024-12-09 23:10:04.028216,https://cnews24.ru/uploads/426/426d923c528a9802b7baba8fa53dbbd53f3c3a4e.jpg,Successfully Scraped
news/market/30203160/,Coinbase Faces Intense Backlash Over Account Restrictions Claims,"Coinbase Support has come under severe scrutiny as users on  X reported restricted access to their accounts. The backlash came after Coinbase claimed that a ‘minor increase’ in restricted accounts was due to prolonged inactivity and FUD (fear, uncertainty, and doubt) concerns.
However, hundreds of users have commented on the post, detailing how their accounts have been frozen for months and even years. Users on X also left a community note, saying Coinbase’s statement is false.
Coinbase Support Faces Major Scrutiny from Users
On Monday, December 9, Coinbase support acknowledged a significant rise in account activity, including new and reactivated users. The exchange claimed that it has led to a 2-3x increase in fraudulent attempts.
Coinbase said that the platform’s automated fraud-prevention method restricted some accounts due to a sudden spike in activity after last month’s election.
“We’ve seen a surge of new users and old users re-activating their accounts post-election. Along with this surge, as is typical with surges, we’ve seen a 2-3x increase in fraudulent attempts. This is causing a minor increase in restricted accounts and elevated CX wait times.” Coinbase wrote on X (formerly Twitter).
However, the crypto community has challenged Coinbase’s narrative. Users appended notes to Coinbase’s posts on X, accusing the company of misleading the public and confirming that account restrictions are widespread.
“This is not FUD.  My coinbase account has been locked for months, basically because I used a VPN once.  Every time I provide what is asked for, something else is needed,” one user named Kyle Brehm replied.
Many shared experiences of prolonged account freezes, some lasting years, with little to no explanation from Coinbase. Several users claimed their accounts were restricted after using VPNs or flagged for extended manual reviews. Some had suspended trading and withdrawals for months.
“My Coinbase account has been under manual review for more than a week.  Cannot trade, cannot withdrawal, all I can do is look and ask Compliance and the Help desk to resolve this.  No response to my inquiries?,” one user wrote.
The issue has sparked significant outrage, with hundreds of comments flooding Coinbase’s posts. The staggering number of complaints highlights the severity of customer dissatisfaction.
“I think I speak for everyone when I say Coinbase has a customer support problem. They should have a 24/7 customer service support line you can call and speak to a real person in a timely fashion about your account and get an answer and resolution. It should’ve be that difficult,” influencer and Dogecoin millionaire Glauber Contessoto posted today.
Coinbase’s struggles are not limited to user grievances. Recently, the exchange exited Turkey, closing its operations after withdrawing its application with the country’s regulator. This move mirrors challenges faced by other exchanges like Binance and KuCoin in managing Turkey’s regulatory environment.
In October, Coinbase faced another setback when a phishing scam led to a $6.5 million loss. A hacker impersonating Coinbase Support stole funds, laundered them through TON-linked wallets, and vanished after deleting social media accounts.
Despite these challenges, Coinbase experienced a financially strong 2024. Increased crypto trading and potential regulatory shifts in the US propelled the exchange’s stock to a 97% year-to-date gain.
Also, its layer-2 network, Base, achieved notable milestones. Base surpassed six million daily transactions in Q3 and is currently ranking as the fifth-largest blockchain by total value locked (TVL).",https://beincrypto.com/coinbase-support-account-restrictions-backlash/?utm_source=CryptoNews&utm_medium=app,2024-12-09 22:10:04.425683,https://cnews24.ru/uploads/aaf/aafbbe718148e7cbf7046c6ae92d6c56d3dca316.jpg,Successfully Scraped
news/altcoins/30203116/,Ethereum researcher Max Resnick makes surprise jump to Solana,"This is a segment from the Lightspeed newsletter. To read full editions,
subscribe
.
Max Resnick, who has in recent months become one of Ethereum’s more notable online figures, has joined Solana core development shop Anza, he announced on X today.
Resnick previously worked at a Consensys subsidiary named Special Mechanisms Group and became known for his contrarian beliefs on Ethereum’s roadmap — arguing that some thinking around layer-2s was misguided and Ethereum should focus on scaling the base layer. In classic crypto fashion, much of Resnick’s rising star originated on X: Kaito AI ranks him as having the 40th-highest mindshare on Crypto Twitter over the past three months.
Consensys is a software company started by Ethereum co-founder Joseph Lubin in 2014, and is perhaps best known for creating the MetaMask wallet. Anza is a Solana Labs spin-out that is responsible for continuing to develop the original Solana software.
The move was celebrated in the Solana world, where Resnick’s move to Solana was viewed as something of a coup. For Ethereum, Resnick doesn’t quite reach household name status like Justin Drake or Dankrad Feist do, but another high-profile defection following Resnick’s could certainly “raise some eyebrows,” said Paul Dylan-Ennis, a professor researching crypto at University College Dublin.
Resnick’s transition to Anza was helped along by Solana co-founder Anatoly Yakovenko, who encouraged the researcher to take the leap, Resnick shared with me today. The process started around three months ago. Resnick was also considering moves to Ethereum layer-2s or non-MetaMask crypto wallets.
Resnick said on X that he would be spending his first 100 days at Anza focusing on fee markets and consensus while getting up to speed on how Solana works at a core level. On a call today, Resnick added that his “moonshot” vision for Solana would be to add “multiple leaders” to the protocol.
On Ethereum and Solana today, one so-called leader is chosen to propose a block for validators to check. Under this model, the single leader has a “ton” of economic power which makes the protocols economically inefficient, Resnick said. Having multiple leaders compete to propose blocks could put downward pressure on how much economic value leaders can extract from validators.
Resnick credits himself with widening Ethereum’s overton window to allow for more serious conversations around how the layer-1 can scale, pointing out Ethereum Foundation researcher Dankrad Feist’s recent focus on scaling the L1 as an example.
But ultimately, Resnick sees Solana’s culture as more open to unconventional ideas, such as having multiple leaders — in comparison to Ethereum, which can tend to be bogged down by “political bullshit.”
“The ETH culture is really downstream of core development, and people who actually want to get things done are changing their personality, changing what they’re suggesting in order to make sure that they preserve political capital with the core dev community,” Resnick said.",https://blockworks.co/news/ethereum-researcher-joins-solana-anza?utm_source=CryptoNews&utm_medium=app,2024-12-09 22:10:05.299265,https://cnews24.ru/uploads/f20/f20fbc5da1f85a20f36e34b75b2308180d1ed779.jpg,Successfully Scraped
news/analytics/30203113/,Over $1.4 Billion in Liquidations as Bitcoin (BTC) Dumps by $6K in Hours,"Bitcoin’s latest price rejection at the coveted $100,000 mark has pushed the asset south hard, dumping by about six grand in hours.
The altcoins followed suit with massive losses from most of them, including double-digit price declines from WIF, TIA, FIL, APT, LTC, and others.
Shortly after
CryptoPotato’s
Market Watch from the morning, BTC actually went on the offensive and jumped above $100,000. However, that was short-lived, and the asset slumped below it almost immediately.
It lost a few grand and calmed at $98,000 in the following hours before the bears were able to take complete control of the market minutes ago and propelled a massive leg down.
In it, BTC’s price tumbled by four grand within an hour or so and dumped to a multi-day low of $94,300 (on Bitstamp). It managed to bounce off immediately and now sits close to $97,000, but the landscape is quite worrisome for over-leveraged traders.
Data from CoinGlass shows that the total value of wrecked positions in the past 24 hours has shot up to nearly $1.5 billion. Moreover, the number is close to $900 million in the last hour alone. More than 500,000 market participants have been wrecked in the past day.
The altcoins faced similar volatility, with numerous massive losers over the past 24 hours, as mentioned above. In fact, the single-largest wrecked position involved ETH and was worth nearly $20 million.
The total crypto market cap went from $3.750 trillion to under $3.5 trillion before it recovered some ground at $3.610 trillion as of press time.",https://cryptopotato.com/over-1-4-billion-in-liquidations-as-bitcoin-btc-dumps-by-6k-in-hours/?utm_source=CryptoNews&utm_medium=app,2024-12-09 22:10:05.679609,https://cnews24.ru/uploads/221/221310e09aa9e8b2ea7912a2c1c6c064cbcc7368.jpg,Successfully Scraped
news/finance/30203012/,Chinese Nvidia probe could start Trade War 2,"This is a segment from the Forward Guidance newsletter. To read full editions,
subscribe
.
US equities pulled back Monday, easing off last week’s gains as geopolitical tensions, a looming rate decision from the Fed and pending inflation data come to a head.
The S&P 500 and Nasdaq Composite indexes dipped after Monday’s open, each trading 0.4% lower at 2:15 pm ET.
The share price of Nvidia — Big Tech’s darling that has surged almost 200% this year — slipped on Monday on news that China opened a probe into the chipmaker on suspicions of anti-monopoly law violations. The investigation comes days after President Joe Biden expanded limits on exports of semiconductors to China. This is part of an effort, the administration says, to limit China’s access to cutting-edge AI technology.
China last week also banned exports of three rare minerals and imposed new sanctions on US defense firms and executives. It’s starting to look like a full-on supply chain war in the final weeks before President-elect Donald Trump takes office.
After opting to respond with parallel tariffs against the US during Trump’s first term, the Chinese government appears to be taking a more aggressive approach this time around. Trade War 2 is going to be a much dirtier fight.
Nvidia did not respond to Blockworks’s request for comment and has not made any public statements on the probe. Nvidia does have a less powerful version of its chips that it has made available to China in the wake of Biden’s policies. Shares were trading 2.4% lower Monday at 2:15 pm ET.",https://blockworks.co/news/chinese-nvidia-probe-trade-effects?utm_source=CryptoNews&utm_medium=app,2024-12-09 22:10:06.045752,https://cnews24.ru/uploads/a32/a32767dfd26ee2efc165f9b918e7e1381ffd261d.jpg,Successfully Scraped
news/analytics/30202993/,"$567,390,000 in Liquidations Hits Crypto Markets As Analyst Warns of ‘Trouble Area’ for Altcoins","Digital assets markets started off the week in the red after Bitcoin (BTC) lost the $100,000 level and fell to $97,470, dragging most altcoins into corrections as well.
According to crypto data aggregator CoinGlass, there have been over $567 million in liquidations in the last 24 hours, most of them leveraged long positions in Bitcoin.
Closely followed analyst Rekt Capital tells his 519,000 followers on the social media platform X that the correction in altcoins has happened at a key point of resistance in the OTHERS chart, which tracks the total market of digital assets excluding the top 10 and is often used to gauge altcoin strength.
“Altcoin Market Cap has performed a Weekly Close above $425bn (black) for the 1st time since 2021
Black has always been a trouble area
That said, it’s likely Altcoin Market Cap will experience a much weaker rejection to prompt a much shallower retrace”
Source: Rekt Capital/X
In another potential ominous sign for altcoins, the analyst also points out that Bitcoin dominance (BTC.D), which measures how much of the total crypto market cap belongs to BTC, is looking oversold based on the relative strength index (RSI) on the daily chart.
An oversold RSI typically implies a bounce back for the asset – in this case for BTC.D which suggests pain for altcoins.
“Daily Bitcoin Dominance RSI has dropped to its lowest point since August 2023
The BTCDOM RSI dropped to ~22
Over the past few years, BTCDOM dropped to such low RSI levels only 3 times
Each time preceded a BTCDOM reversal to the upside.”
Source: Rekt Capital/X
At time of writing, BTC is trading at $97,546.",https://dailyhodl.com/2024/12/09/567390000-in-liquidations-hits-crypto-markets-as-analyst-warns-of-trouble-area-for-altcoins/?utm_source=CryptoNews&utm_medium=app,2024-12-09 22:10:06.426974,https://cnews24.ru/uploads/604/604f15c3726a80ea4e081bdcce098f4a537809a8.jpg,Successfully Scraped
news/blockchain/30203029/,Sonic SVM Unleashes a Web3 Gaming Revolution with Tiktok Integration,"The Solana ecosystem has disclosed a groundbreaking advancement of Sonic SVM, the first TikTok-integrated Web3 chain. Sonic SVM has over 2 million wallets and a staggering 3 billion on-chain transactions. This paves the way for the next generation of blockchain gaming and decentralized applications.
1/7 🚀 The Solana ecosystem is buzzing with innovation! Sonic SVM @SonicSVM, the first TikTok chain, is bringing Web3 gaming and applications to billions. With over 2M wallets and 3B+ on-chain transactions, Sonic is a game-changer. 📷 #Solana #Web3Gaming
— Mask Network (mask.io) (@realMaskNetwork) December 9, 2024
HyperGrid, Sonic SVM’s modular multi-SVM framework is at the heart of this innovation. It enables developers to create low-latency, verifiable on-chain experiences seamlessly linked to Solana. Mask Network has shared this update with the crypto community through its social media platform, X.
Sonic SVM as a Bridge between TikTok and Web3
Sonic SVM stands out as a game-changer for Web3 space and TikTok. It bridges TikTok’s massive audience of over 1 billion monthly active users to the Web3 space. Through SonicX, its innovative app layer, Sonic SVM has already onboarded 2 million verified users. It offers atomic interoperability with Solana for streamlined app deployment.
This integration boosts blockchain gaming and unlocks vast potential for decentralized application adoption. Sonic SVM integrates reward mechanisms for both developers and users. In this way, it transforms Web3 gaming into a more accessible and rewarding ecosystem.
HyperFuse Node Sale and Sonic’s Expanding Ecosystem
Sonic SVM has launched the HyperFuse Node Sale to bolster its network, aiming to raise $12.8 million. These nodes play a critical role in enhancing security, verifying transitions, and incentivizing operators. In a community-driven approach, over 30% of the 50K nodes are priced affordably, ensuring widespread participation.
Sonic SVM is backed by industry giants like Bitkraft Ventures, OKX Ventures, and Galaxy Interactive. Moreover, it has already partnered with more than 40 game studios and launched over 10 games, including hits like Defi Land and Rage Effect.
Sonic SVM is not just another blockchain project, it is the nexus of scalable technology, strong partnerships, and visionary leadership. It is turning TikTok users into Web3 pioneers and redefining decentralized gaming. By doing this, Sonic SVM is leading the charge in blockchain innovation. It is setting the stage for the future of digital interaction and entertainment.",https://blockchainreporter.net/sonic-svm-unleashes-a-web3-gaming-revolution-with-tiktok-integration/?utm_source=CryptoNews&utm_medium=app,2024-12-09 22:10:06.795232,https://cnews24.ru/uploads/b9d/b9d4ad487e00fbac824bc793c67b1b697f89f621.webp,Successfully Scraped
news/market/30202966/,Where is Binance Based? Longstanding HQ Controversy Remains Unresolved,"Deciding where to base its global headquarters has become a prolonged challenge for Binance, the world’s largest cryptocurrency exchange. Despite years of signaling an imminent decision, the company remains in limbo, with its leadership citing complex factors such as governance, tax considerations, and talent availability.
In an interview at the Abu Dhabi Finance Week, as reported by
Reuters
, Binance CEO Richard Teng addressed the concern. He mentioned that the company was still working very hard on this. Teng termed the decision complicated with different complexities, highlighting the exchange's ongoing deliberations with multiple jurisdictions.
Corporate Governance
The delay in establishing a headquarters comes as Binance undertakes significant corporate restructuring, aiming to restore confidence after a turbulent year. Former CEO Changpeng Zhao, known as ""CZ,"" pleaded guilty to violating U.S. anti-money laundering laws earlier in 2023, a legal challenge that saw him spend months in jail.
Binance reportedly introduced its first-ever board of directors this year to strengthen transparency. The seven-member board includes three independent directors, marking a departure from its founder-driven past. The company is now led by a board of directors, signaling a shift from a founder-led entity.
In its quest for global legitimacy, Binance has secured 20 licenses and registrations worldwide, including in Abu Dhabi and Dubai. The UAE has emerged as a potential hub, with Teng participating in high-profile events and Binance sponsoring a concurrent Bitcoin conference featuring notable speakers.
Additionally, Binance’s top executive cited tax laws and the ability to attract top talent as important in making this decision. These factors, coupled with ongoing discussions in various regions, are shaping the trajectory of the final decision.
Top Performance in November
Bitcoin recently hit a record high above $100,000, driven by speculation that the U.S. could adopt a friendlier regulatory stance under President-elect Donald Trump.
If the US embraces a strategic Bitcoin reserve, Teng anticipates a ripple effect, with other nations following suit. The crypto market rally in November was reflected in market activity statistics, including spot volumes of major cryptocurrency exchanges.
Finance Magnates Intelligence’s analysis highlighted that market turnover increased by an average of 180% compared to the prior month and year.
Binance dominated the top 10 crypto exchanges with a 49% market share, followed by Upbit at 12%. Bybit, Coinbase, and OKX closed the top five list with 12%, 11%, and 9%, respectively. The list also featured Huobi, Kraken, KuCoin, Bitstamp, and Bitfinex.",https://www.financemagnates.com/cryptocurrency/where-is-binance-based-longstanding-hq-controversy-remains-unresolved/?utm_source=CryptoNews&utm_medium=app,2024-12-09 22:10:07.179323,https://cnews24.ru/uploads/211/211fba5199a5c2c7717a492018f60d490bb48b01.jpeg,Successfully Scraped
news/bitcoin/30202938/,Former US Treasury Secretary Makes Shocking Remarks About Trump’s Bitcoin Plans,"President-elect Donald Trump’s proposal to create a strategic national Bitcoin reserve has sparked controversy, with former Treasury Secretary Larry Summers calling the idea “crazy” and accusing Trump of pandering to crypto industry donors.
Speaking to Bloomberg TV, Summers, who oversaw the US national gold reserve under President Bill Clinton, described the concept as impractical and unnecessary.
“The idea that we should have some kind of national Bitcoin reserve is crazy,” Summers said. “Unlike gold or oil, which have tangible uses and strategic value, Bitcoin is essentially an unproductive inventory.”
Summers argued that the proposal lacked a clear purpose and appeared to appeal to special interests. “There is no reason to do this other than to please the generous special interests who contributed to the campaign,” Summers added.
The plan has its roots in promises made at a Bitcoin conference in July, when Trump vowed to fire Securities and Exchange Commission (SEC) Chairman Gary Gensler and floated the idea of a Bitcoin reserve. Trump claimed such a move was necessary to counter geopolitical rivals, saying, “If we don’t do it, China and others will.”
Crypto-friendly Senator Cynthia Lummis has introduced a bill supporting the initiative, proposing that the U.S. government purchase 1 million Bitcoins over five years, about 5% of the global supply. At current market prices, such a reserve would cost about $100 billion. Proponents argue that the reserve could reduce the national debt and diversify government assets to strengthen the dollar.
*This is not investment advice.",https://en.bitcoinsistemi.com/former-us-treasury-secretary-makes-shocking-remarks-about-trumps-bitcoin-plans/?utm_source=CryptoNews&utm_medium=app,2024-12-09 22:10:07.560040,https://cnews24.ru/uploads/3c7/3c71a12b9949cc7269e956a95220857c3647e498.jpg,Successfully Scraped
news/analytics/30203055/,Ripple (XRP) Price Faces Uncertain Momentum After 6-Year Highs,"Ripple (XRP) price has surged more than 330% in the last 30 days, surpassing Solana’s market cap and reaching its highest levels in 6 years. However, its RSI is now at 46, a significant drop from the overbought level above 70 that was seen between November 29 and December 3, when XRP peaked around $2.90, its highest level since 2018.
This decline suggests that the bullish momentum has cooled, and the market sentiment is now neutral or slightly bearish. As a result, XRP could face a period of consolidation or mild downward pressure before any potential recovery.
XRP RSI Is Neutral After Consecutive Days Above 70
XRP RSI is currently at 46, a significant drop from the overbought level above 70 between November 29 and December 3, when its price peaked around $2.9, the highest since 2018.
The decline in RSI suggests that the recent bullish momentum has cooled off, and the market may now be in a neutral or slightly bearish phase.
XRP RSI. Source: TradingView
RSI, or Relative Strength Index, is a momentum oscillator that measures the speed and change of price movements. It ranges from 0 to 100, with values above 70 typically indicating an overbought condition, while values below 30 suggest oversold conditions.
With XRP’s RSI at 46, it indicates that the asset is neither overbought nor oversold, suggesting a neutral market sentiment. If this trend continues, Ripple price may experience a period of consolidation or mild downward pressure before a potential recovery.
Ripple CMF Is Now Around 0
XRP’s CMF is currently at -0.01, following a brief positive reading of 0.04 just a few hours ago. The indicator reached a negative peak of -0.25 on December 6, after remaining positive between November 29 and December 5.
This shift in the CMF suggests that XRP next movements are still uncertain, and the asset is struggling to maintain upward momentum.
XRP CMF. Source: TradingView
CMF, or Chaikin Money Flow, measures the accumulation and distribution of an asset over a specific period, taking into account both price and volume. It ranges from -1 to +1, with values above 0 indicating accumulation (buying pressure) and values below 0 indicating distribution (selling pressure).
The current CMF of -0.01 indicates a weak selling pressure, suggesting that while there was an attempt to reverse the downtrend, it was not strong enough to sustain the positive momentum. If this trend continues, it could indicate further downward pressure for XRP price in the near term.
XRP Price Prediction: Can Ripple Go Below $2?
Ripple EMA lines remain bullish, with short-term lines positioned above the long-term ones, suggesting an overall upward trend.
However, the current price is below the shortest line, indicating that the trend may be shifting and the bullish momentum could be weakening.
XRP Price Analysis. Source: TradingView
If a strong downtrend develops, XRP price could test the support at $2.16, and if that level fails to hold, it could fall as low as $1.63, potentially marking a 32% correction.
On the other hand, if Ripple price regains its upward momentum, following the more than 330% surge in the last 30 days, it could rise to retest $2.90 and potentially push toward $3, a level not seen since January 7, 2018.",https://beincrypto.com/ripple-xrp-price-faces-uncertain-after-6-year-highs/?utm_source=CryptoNews&utm_medium=app,2024-12-09 22:10:07.943383,https://cnews24.ru/uploads/0a4/0a4d0398cc8f2a6746eb1f46519ec9df75e0b16e.jpg,Successfully Scraped
news/mining/30202897/,A crypto stock check-in as miner raises continue ,"This is a segment from the Forward Guidance newsletter. To read full editions,
subscribe
.
MicroStrategy has bought more bitcoin, and an analyst team has upped its Coinbase stock price target. But first a look at bitcoin miners, which are increasingly raising capital via convertible note issuances.
Bitdeer last month unveiled a $360 million convertible senior notes offering. Then last week, Marathon Digital, Core Scientific and Iris Energy initiated convertible notes offerings — amounting to $850 million, $550 million and $400 million, respectively.
Seven publicly traded BTC miners and data center companies have raised a combined $5.2 billion via convertible notes since June, according to data compiled by TheMinerMag. About 70% of that came in the last four weeks.
That MinerMag stat doesn’t include the most recent issuance: Riot Platforms on Monday proposed a $500 million convertible notes offering.
These moves reflect mining firms capitalizing on growing bullish sentiment around bitcoin among institutional investors, BlocksBridge Consulting founder Nishant Sharma told me.
“This trend is likely to continue, as we’re in the early stages of a new crypto bull run,” he added. Bitcoin’s price was about $98,000 at 2 pm ET Monday — down 3% from 24 hours ago.
Bitdeer noted the proceeds of its offering would go toward data center expansion, as well as ASIC-based mining rig development and manufacturing.
The firm’s stock has surged 86% over the past month and more than 27% during last Friday’s trading session alone, Benchmark’s Mark Palmer wrote in a Monday research note. Last week’s rally came after the company boosted its SEALMINER A2 mining rig hashrate projection in 2025 from 18 exahash per second (EH/s) to 35 EH/s.
Palmer raised his Bitdeer stock price target from $16 to $29 — noting “the company’s multifaceted business model provides investors with multiple ways to realize upside.”
Marathon and Riot specifically mentioned having their eye on using the capital to buy more BTC. MARA and RIOT share prices are down 3% and down 23%, respectively, over the past month.
Sharma said it wouldn’t surprise him to see Marathon aggressively follow the “compelling precedent” set by MicroStrategy, noting MARA and competitor CleanSpark, for example, are well-positioned to take “decisive action” on both mining and “hodling.”
Marathon holds 34,959 BTC, while CleanSpark has 9,297 bitcoins. Hut 8 Mining has 9,122 BTC and said it would use some proceeds from its latest at-the-market (ATM) and stock repurchase programs to purchase more bitcoin “as a strategic reserve asset.”
As teased at the top, MicroStrategy bought another 21,550 bitcoins (for about $2.1 billion in cash) between Dec. 2 and 8, bringing its total pile to 423,650 BTC.
MSTR stock was down more than 4% at 2 pm ET — a bit more than Monday’s BTC price decline.
Coinbase’s share price had dipped 7% Monday by that time, to about $318. Still, Needham analysts John Todaro and Brian Vieten on Monday raised their COIN price target from $375 to $420, noting the crypto exchange is on track (in December) to have its best volumes month since May 2021.",https://blockworks.co/news/bitcoin-miner-convertible-note-raises?utm_source=CryptoNews&utm_medium=app,2024-12-09 22:10:08.334368,https://cnews24.ru/uploads/08e/08e132dc99213a318652fb7417f4c03565b9e1a4.jpg,Successfully Scraped
news/finance/30202126/,Why On-Chain Lending Redefines Financial Innovation,"The financial world has witnessed transformative moments over the centuries: the advent of central banking in the 1600s created modern monetary systems, and the introduction of derivatives in the 1970s opened up new avenues for risk management and financial growth. Today, another such innovation is unfolding—on-chain lending, which has the potential to disrupt traditional finance at its core. Visionaries like Balaji Srinivasan have already recognized its significance, dubbing it the “killer blockchain app” with transformative implications.
On-Chain Lending as a Killer App
Balaji Srinivasan, a leading tech entrepreneur, recently amplified the importance of on-chain lending by calling it the most significant financial development since central banking and derivatives.
It replaces central banking with decentralized banking.
Rather than setting interest rates by fiat, rates get set by markets.
Example below. Lenders set a price, aka an interest rate. And borrowers decide to borrow at that rate.
No Fed.
No centralized rates.
Just markets. https://t.co/Mki9xvaAzN pic.twitter.com/jjh6l5BDbY
— Balaji (@balajis) December 8, 2024
His bold comparison highlights the magnitude of this innovation. Central banking revolutionized how nations managed money; derivatives reshaped risk management and speculation. On-chain lending now stands at the intersection of decentralization and finance, promising a system that’s transparent, efficient, and accessible to billions worldwide.
Traditional Lending vs. On-Chain Lending
To understand the importance of on-chain lending, it’s useful to first examine its predecessor: centralized lending. Platforms like Bitfinex allow users to lend and borrow funds via peer-to-peer mechanisms. For instance, Bitfinex’s funding book shows interest rates for USD funding ranging from 0.017% to 0.025%. While this system is functional, it is far from revolutionary. Centralized platforms rely on intermediaries, limiting transparency and driving up costs.
Advertisement
On-chain lending flips this model entirely. Powered by blockchain and smart contracts, it removes the need for middlemen, automating the lending process. Users can directly interact in a decentralized environment, ensuring trustless, borderless transactions with significantly lower fees. Moreover, on-chain lending democratizes access to financial tools, offering opportunities to individuals who might otherwise be excluded from traditional banking.
Why On-Chain Lending is a Game-Changer
On-chain lending brings several unprecedented advantages to the table:
Decentralization:
No intermediaries means reduced costs and fewer barriers to entry.
Accessibility:
On-chain lending is open to anyone with an internet connection, including the unbanked.
Transparency:
Transactions are recorded on the blockchain, ensuring trust and eliminating opacity.
Speed:
Real-time settlements streamline financial processes.
This innovation mirrors the impact of derivatives. Just as derivatives introduced new methods for managing risk and maximizing returns, on-chain lending is unlocking financial opportunities for millions, from yield farming to decentralized credit systems.
Challenges and the Path Forward
Despite its promise, on-chain lending faces significant hurdles. Regulatory uncertainties loom large, with governments struggling to define its place in the financial ecosystem. Additionally, vulnerabilities in smart contracts pose security risks, while blockchain scalability remains an ongoing concern.
However, these challenges are not insurmountable. With advancements in technology and regulatory clarity, on-chain lending could realize its potential and reshape global finance.
On-chain lending is not just another blockchain application; it is a paradigm shift in how we think about finance. Like central banking and derivatives before it, this innovation has the power to redefine markets, empower individuals, and make financial systems more equitable. As Balaji aptly put it, most people don’t yet realize the magnitude of this revolution—but they will soon.",https://www.cryptonewsz.com/why-on-chain-lending-financial-innovation/?utm_source=CryptoNews&utm_medium=app,2024-12-09 22:10:08.714815,https://cnews24.ru/uploads/3a7/3a76d6d0eb665d838f8de397029dce93256e28a8.png,Successfully Scraped
